Loại hàng,Nhóm hàng(3 Cấp),Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Giá bán,Giá vốn,Tồn kho,KH đặt,Dự kiến hết hàng,Tồn nhỏ nhất,Tồn lớn nhất,ĐVT,Mã ĐVT Cơ bản,Quy đổi,Thuộc tính,Mã HH Liên quan,"Hình ảnh (url1,url2...)",Trọng lượng,Đang kinh doanh,Được bán trực tiếp,Mô tả,Mẫu ghi chú,Vị trí,Hàng thành phần
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03077,,Mặt bích đùm cầu 16 then EQ153 (T),,0.0,"195,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00649,,Bầu lốc kê sau (vừa) (Howo) 1 bát ty ngắn DongShi (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03076,,Mặt bích đùm cầu 12 then BJ130 (T),,0.0,"59,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00648,,"Bầu lốc kê sau (SORL) Mooc, đầu kéo 2 bát (V)",SORL,0.0,"445,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03075,,Mặt bích đùm cầu 10 then EQ1060 (T),,0.0,"138,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00647,,Bầu lốc kê sau (SORL) L375/1 bát (lổ 16) (P),SORL,0.0,"640,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03074,,Mặt bích đùm cầu 10 then EQ1060 (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00646,,Bầu lốc kê sau (SORL) L375 (1 bát ty ngắn) (lổ 16) (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03073,,Mặt bích đùm cầu 10 then EQ1060 (H),,0.0,"120,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00645,,Bầu lốc kê sau (SORL) L375 1 bát (ty dài) (lổ 22) (P),SORL,0.0,"590,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,HH03072,,Mặt bích đùm cầu 10 then BJ212 (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00644,,Bầu lốc kê sau (SORL) Howo 1 bát (ty ngắn) (lổ 22) (V),SORL,"600,000.0","485,000.0",3.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03071,,Mặt bích chữ thập 68*168 (4 lổ) (T),,0.0,"395,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00643,,Bầu lốc kê sau (SORL) Howo 1 bát (ty ngắn) (lổ 22) (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03070,,Mặt bích chữ thập 62*160 (4 lổ) (giấy đỏ) (T),,"550,000.0","355,000.0",5.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00642,,Bầu lốc kê sau (SORL) Howo 1 bát (ty ngắn) (lổ 16) (V),SORL,0.0,"515,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03069,,Mặt bích chữ thập 62*149 (4 lổ) (T),,0.0,"375,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00641,,Bầu lốc kê sau (SORL) Howo 1 bát (ty ngắn) (lổ 16) (P),SORL,"600,000.0","450,000.0",3.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03068,,Mặt bích chữ thập 60*170 (4 lổ) (P),,0.0,"350,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00640,,Bầu lốc kê sau (SORL) Howo 1 bát (ty dài) (lổ 22) (V),SORL,0.0,"510,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03067,,Mặt bích chữ thập 57*152 (4 lổ) 0092 (T),,0.0,"345,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00639,,Bầu lốc kê sau (SORL) Howo 1 bát (ty dài) (lổ 22) (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03066,,Mặt bích chữ thập 57*144 (8 lổ) tròn dài đỏ (T),,0.0,"335,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00638,,Bầu lốc kê sau (SORL) Howo 1 bát (ty dài) (lổ 16) (M),SORL,"600,000.0","475,000.0",6.0,0.0,--,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03065,,Mặt bích chữ thập 57*144*180 (4 lổ) (mặt nhỏ) (có khía) (V),,"400,000.0","210,000.0",3.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00637,,Bầu lốc kê sau (SORL) Howo 1 bát (ty dài) (lổ 16) (H),SORL,0.0,"425,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03064,,Mặt bích chữ thập 57*144 (4 lổ) (giấy đỏ) (V),,0.0,"210,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00636,,Bầu lốc kê sau (SORL) EQ153/2 bát (P),SORL,0.0,"510,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03063,,Mặt bích chữ thập 57*144 (4 lổ) (giấy đỏ) (T),,0.0,"335,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00635,,Bầu lốc kê sau (SORL) EQ153 2 bát ty dài (lổ 16) (V),SORL,0.0,"440,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03062,,Mặt bích chữ thập 48 (4 lổ) (P),,0.0,"212,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00634,,Bầu lốc kê sau (SORL) EQ153 (phi 16) (lổ 16) (V),SORL,"600,000.0","470,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03061,,Mặt bích chữ thập 47 EQ153 cài phe chân rộng LiuSeng (T),,0.0,"179,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00633,,Bầu lốc kê sau (SORL) EQ153 (phi 16) (lổ 16) (T),SORL,"600,000.0","470,000.0",5.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03060,,Mặt bích chữ thập 47 EQ153 cài phe chân rộng LiuSeng (P),,0.0,"155,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00632,,Bầu lốc kê sau (SORL) EQ153 (phi 16) (lổ 16) (P),SORL,0.0,"480,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03059,,Mặt bích chữ thập 47 EQ153 cài phe chân rộng LiuSeng (MP),,0.0,"164,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00631,,Bầu lốc kê sau (SORL) EQ153 (phi 16) (lổ 16) (M),SORL,"600,000.0","475,000.0",0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03058,,Mặt bích chữ thập 47 EQ153 cài phe chân rộng LiuSeng (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00630,,Bầu lốc kê sau (SORL) EQ153 (phi 16) (lổ 16) (H),SORL,"600,000.0","505,000.0",2.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03057,,Mặt bích chữ thập 47 cài phe chân hẹp (giấy đỏ) (T),,"250,000.0","148,000.0",5.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00629,,Bầu lốc kê sau (SORL) EQ145 (phi 16) (P),SORL,0.0,"480,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03056,,Mặt bích chữ thập 47 6D142 vặn ốc LiuSeng (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00628,,Bầu lốc kê sau (SORL) EQ145 (phi 16) (MP),SORL,0.0,"488,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03055,,Mặt bích chữ thập 47 (vặn ốc chân rộng) RIN (T),,0.0,"229,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00627,,Bầu lốc kê sau (SORL) EQ145 (phi 16) (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03054,,Mặt bích chữ thập 47 (vặn ốc chân rộng) (V),,0.0,"152,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00626,,Bầu lốc kê sau (SORL) EQ145 (phi 16) (H),SORL,0.0,"510,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03053,,Mặt bích chữ thập 47 (vặn ốc chân rộng) (T),,0.0,"145,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00625,,Bầu lốc kê sau (SORL) EQ140 (phi 14) (P),SORL,0.0,"510,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03052,,Mặt bích chữ thập 47 (vặn ốc chân hẹp) (giấy đỏ) (T),,0.0,"148,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00624,,Bầu lốc kê sau (SORL) EQ140 (phi 14) (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03051,,Mặt bích chữ thập 41 EQ140-3 (P),,0.0,"115,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00623,,Bầu lốc kê sau (SORL) EQ140 (phi 14) (H),SORL,0.0,"485,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03050,,Mặt bích chữ thập 39 cài phe (V),,"140,000.0","100,000.0",3.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00622,,Bầu lốc kê sau (SORL) EQ140 (lổ 16) (ốc 16) (H),SORL,0.0,"485,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03049,,Mặt bích chữ thập 39 cài phe (T),,0.0,"105,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00621,,Bầu lốc kê sau (SORL) EQ140 (lổ 16) (ốc 12) (T),SORL,0.0,"440,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03048,,Mặt bích chữ thập 39 cài phe (P),,0.0,"110,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00620,,Bầu lốc kê sau (SORL) EQ140 (lổ 16) (ốc 12) (H),SORL,"600,000.0","485,000.0",2.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03047,,Mặt bích chữ thập 39 cài phe (MP),,0.0,"117,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00619,,Bầu lốc kê sau (SORL) 6700 (V),SORL,"600,000.0","425,000.0",3.0,0.0,0 ngày,0.0,"9,999,999,999,999.0",Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03046,,Mặt bích chữ thập 39 cài phe (M),,"170,000.0","125,000.0",1.0,0.0,--,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00618,,Bầu lốc kê sau (SORL) 6700 (T),SORL,0.0,"470,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03045,,Mặt bích chữ thập 35 cài phe (V),,"120,000.0","69,000.0",4.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00617,,Bầu lốc kê sau (SORL) 6700 (P),SORL,0.0,"490,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03044,,Mặt bích chữ thập 35 cài phe (P),,0.0,"85,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00616,,Bầu lốc kê sau (SORL) 6700 (MP),SORL,0.0,"415,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03043,,Mặt bích chữ thập 35 cài phe (M),,"130,000.0","85,000.0",0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00615,,Bầu lốc kê sau (SORL) 6700 (M),SORL,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03042,,Mặt bích chữ thập 35 cài phe (H),,0.0,"79,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,HH00614,,Bầu lốc kê sau (SORL) 6700 (H),SORL,0.0,"485,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03041,,Mặt bích chữ thập 32 cài phe (mặt rộng) (T),,0.0,"68,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê,HH00613,,Bầu lốc kê Howo ty ngắn lỗ phi 16 SORL (P),SORL,0.0,"450,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích chữ thập,HH03040,,Mặt bích chữ thập 32 cài phe (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê,HH00612,,Bầu lốc kê 35300303490 SORL -153-2 bát (P),SORL,0.0,"480,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích cạt đăng 2 cầu,HH03039,,Mặt bích cạt đăng 2 cầu 10R (4 lổ vuông) 245J (V),,0.0,"300,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Chưa xác định,HH00609,,Bầu lọc nguyên cụm DF375 K0200 SORL (T),SORL,0.0,"880,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích cạt đăng 2 cầu,HH03038,,Mặt bích cạt đăng 2 cầu 10R (4 lổ vuông) 240 (V),,0.0,"155,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Chưa xác định,HH00607,,Bầu hút 20*36 (T),,0.0,"395,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Chưa xác định,HH03037,,Mặt bích cao su quang treo 18R 153 chân rộng (V),,"250,000.0","140,000.0",2.0,0.0,0 ngày,0.0,"9,999,999,999,999.0",Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Chưa xác định,HH00606,,Bặc ắc nhíp 25*31*74 (P),,0.0,"9,000.0",1.0,0.0,0 ngày,0.0,0.0,cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích bơm ben,HH03036,,Mặt bích bơm ben xã 550/563/580 có bi (T),,0.0,"88,000.0",0.0,0.0,0 ngày,1.0,9.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00605,,Bát phanh 200 vừa EQ153 (V),,0.0,"23,000.0",1.0,0.0,0 ngày,0.0,0.0,cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Mặt bích bơm ben,HH03035,,Mặt bích bơm ben hút 550 (P),,0.0,"60,000.0",1.0,0.0,0 ngày,1.0,9.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00604,,Bát phanh 200 vừa EQ153 (T),,"60,000.0","24,000.0",0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03034,,Máy phát 4108 có chốt chế Homa (H),,0.0,"950,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00603,,Bát phanh 200 vừa EQ153 (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03033,,Máy phát 24V JFWB27 (có bơm) HEMV (V),,0.0,"930,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00602,,Bát phanh 200 vừa EQ153 (H),,0.0,"24,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03032,,Máy phát 24V JFWB27 (có bơm) HEMV (MP),,0.0,"739,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00601,,Bát phanh 200 GuanHeng (T),GUANHENG,0.0,"39,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03031,,Máy phát 24V JFWB27 (có bơm) HEMV (H),,0.0,"925,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00600,,Bát phanh 180 EQ140 (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03030,,Máy phát 24V JFW219 1000W 12V (có tiết chế) (có bơm dầu) HEMV (T),,0.0,"789,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00599,,Bát phanh 170 vừa EQ145/153 (V),,0.0,"21,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03029,,Máy phát 24V 750W có bơm dầu JFW827 Homa (V),,0.0,"800,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00598,,Bát phanh 170 vừa EQ145/153 (T),,0.0,"23,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03028,,Máy phát 24V 4102 khô có tiết chế (không bơm dầu) Homa (H),,0.0,"1,050,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00597,,Bát phanh 170 vừa EQ145/153 (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03027,,Máy phát 24V (không bơm) KOREA (MP),,"850,000.0","735,000.0",0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00596,,Bát phanh 165 sân 145/153 trước (M),,0.0,0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03026,,Máy phát 24V (không bơm) (P),,0.0,"640,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00595,,Bát phanh 165 (M),,0.0,0.0,9.0,0.0,--,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03025,,Máy phát 24V (không bơm) (H),,0.0,"720,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00594,,Bát phanh 155 vừa (V),,"35,000.0","16,000.0",5.0,0.0,12 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03024,,Máy phát 24V (có bơm dầu) (T),,0.0,"789,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00593,,Bát phanh 155 vừa (T),,0.0,"19,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03023,,Máy phát 24V (có bơm dầu) (H),,0.0,"695,000.0",0.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00592,,Bát phanh 155 vừa (P),,0.0,"27,000.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03022,,Máy phát 12V có bơm nhờn Homa (V),,0.0,"930,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Bát phanh,HH00591,,Bát phanh 155 vừa (MP),,0.0,"19,800.0",1.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0.0,1,1,,,,
Hàng hóa,Máy phát,HH03021,,Máy phát 12V có bơm nhờn Homa (H),,0.0,"925,000.0",1.0,0.0,0 ngày,0.0,0.0,Chưa xác định,,1.0,,,,0.0,1,1,,,,
