Loại hàng,Nhóm hàng(3 Cấp),Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Giá bán,Giá vốn,Tồn kho,KH đặt,Dự kiến hết hàng,Tồn nhỏ nhất,Tồn lớn nhất,ĐVT,Mã ĐVT Cơ bản,Quy đổi,Thuộc tính,Mã HH Liên quan,"Hình ảnh (url1,url2...)",Trọng lượng,Đang kinh doanh,Được bán trực tiếp,Mô tả,Mẫu ghi chú,Vị trí,Hàng thành phần
Hàng hóa,động cơ>>Hơi,SP001693,,Hơi ước 490QBZL-A GUANHENG (T),,"2,800,000.0","2,350,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Cụm bi treo,SP001692,,Cụm bi treo DF 65 EQ153 tâm lỗ 29 Samtin (T),,"480,000.0","398,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc phi dê,SP001691,,Trục ắc phi dê 30*165 Samtin (T),,"280,000.0","199,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng đại tu,SP001690,,Roăng bộ 490QB com lê (H),,"250,000.0","135,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Giảm xóc,SP001689,,Giảm xóc BJ130/ 2 đầu khoen (H),,"160,000.0","115,000.0",4.0,0.0,--,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng bơm hơi,SP001688,,"Roăng bơm hơi, xẹt măng, lá thép 75 (H)",,"130,000.0","88,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Vành chậu,SP001687,,Vành chậu 6*38 EQ1060 Hydun (H),HYDUN,"1,500,000.0","1,050,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Xẹc măng>>Xẹt măng bơm hơi,SP001686,,Xẹt măng bơm hơi phi 75/2/2 (MP),,"60,000.0","37,500.0",15.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bơm tay,SP001685,,Bơm tay 485/490/495 rin (MP),,"180,000.0","122,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi>>Bi tê liền cụm,SP001684,,Bi tê liền cụm 68CT4852F2 Samtin (V),,"350,000.0","260,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Hơi,SP001683,,Hơi L375 hãng DCEC (LH),,"15,200,000.0","12,200,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Mai ơ,SP001682,,Mai ơ sau 140/ Chiến Thắng 10 lỗ lệch Guanheng (T),,"950,000.0","685,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Xẹc măng>>Xẹt măng máy,SP001681,,Xéc măng CY4100BQ GuanHeng Rin (T),,"350,000.0","195,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Dây số chính,SP001680,,"Dây số chính 2,7m 1 ốc 1 tai phi 8*8 (T)",,"100,000.0","68,000.0",6.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Hộp số,SP001679,,Hộp số chính CA5-25 (K50) cửa ben trái thgiấy rin AL (V),,"4,700,000.0","4,100,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Phớt,SP001678,,Phớt 46*62*10 rin (M),,"30,000.0","21,000.0",10.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Láp,SP001677,,Láp 6 lỗ 75cm 10R Xanh (M),,"450,000.0","345,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Hơi,SP001676,,Bộ hơi 490QB MC (M),,"2,100,000.0","1,850,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bơm trợ lực lái,SP001675,,Bơm trợ lực lái DF375 11R lỗ To Quanxing (M),,"1,300,000.0","980,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,hệ thống phanh>>Má phanh,SP001674,,"Má phanh cả xương sau BJ130 bản 6,5 rin tiuliu (M)",,"100,000.0","60,000.0",8.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>hệ thống làm mát>>Bơm nước,SP001673,,Bơm nước YC4110ZQ 4 rãnh T.giấy Hydun (M),,"1,100,000.0","750,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Trục cơ/trục khuỷu,SP001672,,Trục cơ YZ4105QF Hydun (M),,"2,500,000.0","1,750,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Vành chậu,SP001671,,Vành chậu 7*41/6700/18 then (P),,"950,000.0","690,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Cụm bi treo,SP001670,,Cụm bi quang treo Ø65 DF ba long (Ø65*36*230) sam tin (P),,"500,000.0","410,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cụm bi treo,SP001669,,Cụm bi quang treo Ø65 (65*36*200) Samtin (P),,"500,000.0","410,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cần gạt số phụ,SP001668,,Rơ le gạt nhanh chậm/ Cần gạt số phụ 140 có ốc (BT-86522) BOTAO (P),,"150,000.0","88,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Ruột lọc>>Ruột lọc lưới,SP001667,,Ruột lọc giấy 0810 rin lọc lưới sắt 1 đầu to 1 đầu nhỏ (P),,"25,000.0","13,000.0",20.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Tổng côn dưới,SP001666,,Tổng côn dưới Ø76 OLIN 500B KADOS (P),,"650,000.0","475,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1, ty dài  27.5 cm thân Ø80 ()(1608010-E38021),,,
Hàng hóa,Dây số chính,SP001665,,"Dây số chính DF 3,2M 2 đầu ốc (P)",,"280,000.0","130,000.0",6.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Dây hơi,SP001664,,Dây hơi cuộn Ø8 (P),,"8,000.0","2,800.0",100.0,0.0,0 ngày,0.0,"999,999,999.0",m,,1.0,,,,,1,1,,,,
Hàng hóa,hệ thống phanh>>Bầu lốc kê>>Bầu lốc kê sau,SP001663,,Bầu lốc kê sau EQ140 M16* 82 (SORL) (P),,"600,000.0","485,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc nhíp,SP001662,,Trục ắc nhíp trước EQ153 30*148 (P),,"45,000.0","26,000.0",50.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bạc Biên + Balye>>Bạc ống/ Balye,SP001661,,Bạc ống YN4100QB FOTON (P),,"170,000.0","100,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001660,,Bi tê liền cụm 78CT5737F3 Samtin,,"450,000.0","330,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001659,,Vòng bi 29587/20 Samtin (P),,"130,000.0","82,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng bơm hơi,SP001658,,Roăng bơm hơi 75 (Y),,"50,000.0","13,500.0",25.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,cút ren nối/ đầu khuyên,SP001657,,cút ren nối phi 14 1 đầu thẳng 10 (Y),,"20,000.0","10,500.0",20.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Xẹc măng>>Xẹt măng máy,SP001656,,Xẹt măng máy 490QB HUATAI (M),,"350,000.0","205,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bơm nhờn/ nhớt/ dầu,SP001655,,Bơm nhờn YC4110ZQ 30R rin Yuchai (M),,"650,000.0","510,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>hệ thống nạp khí>>Lọc gió,SP001654,,Lọc gió sắt 15*22 (M),,"100,000.0","65,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Hộp số>>Bánh răng tầng trên số chính,SP001653,,Bánh răng tầng trên số chính 31R*32 chuột EQ140 (M),,"350,000.0","230,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Nắp đường nước trên/ Vỏ van hàn nhiệt,SP001652,,Vỏ van hàn nhiệt/ Nắp đường nước trên YC6A/6108ZQB yuchai (A),,"300,000.0","203,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bu ly đầu trục cơ,SP001651,,Bu ly đầu trục cơ YC4D/4108 Yuchai (A),,"1,000,000.0","769,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Nắp sinh hàng,SP001650,,Nắp sinh hàn 4102BQ (A),,"550,000.0","388,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bạc Biên + Balye>>Bạc ống/ Balye,SP001649,,"Bạc ống 6BT (0,00) DEC (V)",,"500,000.0","300,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,3978818/820/822,,,
Hàng hóa,Tổng phanh hơi,SP001648,,Tổng phanh hơi không bàn đạp EQ153 6 lỗ vàng Hải Hồng (V),,"450,000.0","345,000.0",1.0,0.0,8 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bánh răng số phụ,SP001647,,Bánh răng số phụ 30R xéo/ 18R chuột/ 17 then (V),,"550,000.0","405,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Tổng phanh dầu,SP001646,,Bầu xạc vô tổng phanh dầu Foton (A1787) (V),,"650,000.0","480,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Xẹc măng>>Xẹt măng máy,SP001645,,Xéc măng YC4108ZQ rin Yuchai (M),,"450,000.0","290,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Cổ xả máy,SP001644,,Cổ xã rít tơ YC4108ZQ D0702 rin Yuchai (M),,"950,000.0","780,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Trục cơ/trục khuỷu,SP001643,,Trục cơ CY4105/ 4102 Q28 T.gỗ Hydun (M),,"2,600,000.0","1,850,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bạc Biên + Balye>>Bạc biên,SP001642,,Bạc biên CY4102 cốt 0.00 hộp Foton (M),,"120,000.0","68,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Thụt cạt đăng,SP001641,,Thụt cát đăng 47 EQ153 24R cài phe Liuseng (M),,"370,000.0","290,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,bộ ly hợp>>Lá côn,SP001640,,Lá côn Ø430 cùi 50.8 (C430L375-0G11-3) (Yu chai) (P),,"2,700,000.0","2,380,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001639,,Bi 6308N Samtin (P),,"90,000.0","58,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001638,,Bi mai ơ sau HOWOA7 BTH0068B (812W93420-6097) Fosid (P),,"1,200,000.0","965,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Đầu cái cạt đăng/ đầu hàn,SP001637,,Đầu hàn cát đăng Ø35 NJ131 hộp đỏ (P),,"130,000.0","76,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc phi dê,SP001636,,Trục ắc phi dê EQ 6700 (phi 30*188) Samtin (P),,"300,000.0","235,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bi>>Bi rọ/ đũa,SP001635,,Bi rọ 54*62*21 (V),,"40,000.0","18,000.0",7.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Vành chậu,SP001634,,Vành chậu 6*41 EQ140 DF (V),,"2,100,000.0","1,770,000.0",1.0,0.0,12 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,(2402DC-025/026),,,
Hàng hóa,Cụm đi số,SP001633,,Cục đi số Howo AZ9725240208 (V),,"500,000.0","350,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bơm trợ lực lái,SP001632,,Bơm trợ lực lái QC480 ZLQ nhôm có buly SORL(V),,"1,200,000.0","830,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1, rin (340708127001P) ,,,
Hàng hóa,Roăng>>Roăng đại tu,SP001631,,Roăng đại tu 6BT (V),,"150,000.0","75,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,bộ ly hợp>>Bàn ép,SP001630,,Bàn ép 300/4100 mặt trời lồi tiu liu (XL0111) Rin (T),,"1,200,000.0","895,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cục khóa cửa,SP001629,,Cục khóa cửa BJ1041 R (T),,"70,000.0","38,500.0",6.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cục khóa cửa,SP001628,,Cục khóa cửa BJ1041 L (T),,"70,000.0","38,500.0",6.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Lọc,SP001627,,Lọc bình sấy hơi không đế 4113 (T),,"140,000.0","89,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Lọc,SP001626,,Lọc dầu CX0710B4 (T),,"50,000.0","39,000.0",10.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Xi lanh bơm hơi,SP001625,,Xi lanh bơm hơi 90 cao 86 (Y),,"300,000.0","183,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Phớt,SP001624,,Phớt 70*90*10 (Y),,"80,000.0","51,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cai,,1.0,,,,,1,1,,,,
Hàng hóa,Phớt,SP001623,,Phớt 80*135*12/26 (Y),,"40,000.0","21,500.0",9.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Phớt,SP001622,,"Phớt 60*91,5*10 (Y)",,"20,000.0","10,500.0",19.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,bộ ly hợp>>Lá côn,SP001621,,Lá côn TiuLiu 350 CA151 (Y),,"700,000.0","435,000.0",1.0,0.0,34 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng đại tu,SP001620,,Roăng đại tu YC6L/ 6113 YUCHAI (Y),,"730,000.0","590,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng cạt te,SP001619,,Roăng cạt te YC6L/ 6113 (Y),,"500,000.0","360,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc cơ,SP001618,,Trục ắc cơ số chính EQ145/ 19R/ 26 chuột (Y),,"450,000.0","320,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục chữ thập,SP001617,,Trục chữ thập vi sai EQ140 (M),,"200,000.0","105,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc phi dê,SP001616,,Trục ắc phi dê 1061 Samtin (M),,"350,000.0","275,000.0",1.0,0.0,6 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Mai ơ,SP001615,,Mai ơ sau 12 lỗ 6782 lỗ 12 (M),,"650,000.0","435,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Chia hơi,SP001614,,Chia hơi Howo 4 núm lỗ 22 Goldensun (T),,"300,000.0","195,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Vành răng bánh đà,SP001613,,Vành răng bánh đà N485 109R (T),,"180,000.0","119,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc phi dê,SP001612,,Trục ắc phi nhê 6700 SamTin (30*188) (T),,"300,000.0","229,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Trục cơ/trục khuỷu,SP001611,,Trục cơ N485 (WX485 /CCN485) không gờ gỗ STAR (T),,"1,750,000.0","1,365,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Roăng>>Roăng quy lát,SP001610,,Roăng quy lát YC6L L3000 Yuchai (V),,"1,000,000.0","800,000.0",2.0,0.0,23 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,(L4700-1003001SF1-386 ),,,
Hàng hóa,Bạc Biên + Balye>>Bạc ống/ Balye,SP001609,,Bạc ống 6BT (0.25 ) DEC (V),,"500,000.0","300,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1, 3978818/820/ 822 3802071,,,
Hàng hóa,Chia hơi,SP001608,,Chia hơi 4ốc Z27 rin SORL (35180090040) (V),,"330,000.0","250,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Táo đi số/ Rô tuyn dây số,SP001607,,Rô tuyn dây số 10*10*1.25 R (P),,"20,000.0","10,000.0",20.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Canh dọc trục cơ,SP001606,,Căn dọc trục cơ YN490QB hộp cam (P),,"40,000.0","20,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Xi lanh bơm hơi,SP001605,,xi lanh bơm hơi 75 chân hẹp (P),,"250,000.0","175,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001604,,Bi 4074106 Fosid (P),,"70,000.0","38,000.0",10.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001603,,Bi 4074105 Samtin (P),,"70,000.0","35,000.0",10.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bu ly tăng tổ điều hoà,SP001602,,Bu ly tăng đơ điều hòa bản A lổ,,"60,000.0","33,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Trục cơ/trục khuỷu,SP001601,,Trục cơ CY4102Q28 bi 205 hộp gỗ (P),,"2,700,000.0","1,900,000.0",1.0,0.0,--,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Trục cơ/trục khuỷu,SP001600,,Trục cơ YN490QB bi 203 hộp gỗ Foton (P),,"1,900,000.0","1,570,000.0",1.0,0.0,12 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>hệ thống nạp khí>>Lọc gió,SP001599,,Lọc 23*37 PU Kindofil,,"300,000.0","226,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Lọc,SP001598,,Lọc JX0814 (V),,"60,000.0","38,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001597,,Bi 6203-2RS Samtin (V),,"20,000.0","14,000.0",8.0,0.0,89 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cóc thắng,SP001596,,Cóc tăng phanh 26R cầu (R) Howo V7X 400 ben/Sitrak đầu kéo/tải ben NX400 (MAT) (A),,"320,000.0","252,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Cóc thắng,SP001595,,Cóc tăng phanh 26R (L) Howo V7X/Sitrak T7H 440 đầu kéo/tải ben NX400 (MAT) (A),,"320,000.0","252,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Mặt bích đùm cầu/ mặt bích đuôi quả dứa,SP001594,,Mặt bích quả dứa Howo V7G 46 then 8 lỗ cao 90 tán phi 165 (MAT) (M) (A),,"300,000.0","233,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bạc Biên + Balye>>Bạc biên,SP001593,,Biên YC6L/6L330-50/6113 (STD) ecgo ngược chiều (Yuchai) (A),,"950,000.0","784,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Thụt cạt đăng,SP001592,,Thụt cát đăng 16R EQ140 phi 39 liuseng (M),,"270,000.0","190,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Mặt bích bơm ben,SP001591,,Mặt bích hút bơm ben F550 ko bi (M),,"150,000.0","85,000.0",3.0,0.0,60 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Mặt bích bơm ben,SP001590,,Mặt bích xã bơm ben F550 có bi (M),,"150,000.0","90,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bầu xạc vô phanh,SP001589,,Bầu sạc vô phanh LJ1041 (M),,"400,000.0","275,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi,SP001588,,Bi 532505 hiệu Samtin (V),,"90,000.0","48,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Tăm bua,SP001587,,Tăng bua sau BJ1041 31*14*8*13 6 lỗ (V),,"500,000.0","350,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Vành chậu,SP001586,,Vành chậu 6x37 6700 18R thgiấy Kaimao M (V),,"1,000,000.0","630,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bình>>Bình lọc hơi,SP001585,,Bình hơi L320* 285*5lỗ EQ140 3513D-010-C (V),,"500,000.0","350,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Trục ắc Mooc,SP001584,,Trục chốt ắc HOWO đầu kéo Ø28*128 (P),,"35,000.0","17,000.0",50.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Hơi>>Bạc ắc,SP001583,,Bạc ắc YN4102 (4 cái/bộ) (P),,"160,000.0","100,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Hơi>>Bạc ắc,SP001582,,Bạc ắc tay biên YN4100 (4 cái/bộ) (P),,"160,000.0","100,000.0",3.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
Hàng hóa,Bi>>Bi tê liền cụm,SP001581,,Vòng bi tê cả cối 85CT5740FOA MINGZENG (P),,"350,000.0","240,000.0",2.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Bi>>Bi tê liền cụm,SP001580,,Vòng bi tê cả cối 78CT5759F2A Minhzheng (P),,"350,000.0","205,000.0",2.0,0.0,--,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Dây số chính,SP001579,,"Dây số chính 2,7m JAC 1 đầu phe 1 đầu bách (P)",,"110,000.0","65,000.0",5.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,Gối đỡ nhíp/ Trượt nhíp,SP001578,,Gối nhíp Howo 10 tầng Hộp đỏ (P),,"850,000.0","670,000.0",4.0,0.0,0 ngày,0.0,"999,999,999.0",Cái,,1.0,,,,,1,1,,,,
Hàng hóa,động cơ>>Hơi,SP001577,,Hơi WX485ZLQ ắc 29 (WB0300) GuanHeng miệng xL 105 (T),,"2,900,000.0","2,485,000.0",1.0,0.0,0 ngày,0.0,"999,999,999.0",Bộ,,1.0,,,,,1,1,,,,
